#include "libanogs.so.h"


  case 4:
                    // WARNING: Could not recover jumptable at 0x002dff58. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(undefined *)0x2dff5c)();
    return;
  case 5:
                    // WARNING: Could not recover jumptable at 0x002e0074. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)PTR_LAB_0062ef00)(param_1,param_2,0);
    return;
  case 6:
LAB_002e01a0:
    uVar4 = 8;
    if ((param_1 >> 0x10 & 0x3f) != 0) {
      uVar4 = 0x13;
    }
                    // WARNING: Could not recover jumptable at 0x002e0200. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(&switchD_002dfe18::switchdataD_0062ee70)[uVar4])();
    return;
  case 7:
    uVar3 = 0;
    uVar4 = *(uint *)(param_2 + 0x110) & 0xfffffff | 0x40000000;
    break;
  case 8:
                    // WARNING: Could not recover jumptable at 0x002e0238. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)PTR_LAB_0062ef48)();
    return;
  case 9:
                    // WARNING: Could not recover jumptable at 0x002e0130. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(undefined *)0x2e0134)();
    return;
  case 10:
    uVar2 = 0x11;
    if (uVar4 != 0x1f) {
      uVar2 = 1;
    }
                    // WARNING: Could not recover jumptable at 0x002e0164. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(&switchD_002dfe18::switchdataD_0062ee70)[uVar2])();
    return;
  case 0xb:
    uVar2 = 7;
    if (uVar4 != 0x1f) {
      uVar2 = 0x16;
    }
                    // WARNING: Could not recover jumptable at 0x002e0360. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(&switchD_002dfe18::switchdataD_0062ee70)[uVar2])();
    return;
  case 0xc:
    iVar1 = 0xf;
    if (((param_1 >> 10 & 0x3f ^ 0x3f) & 1) != 0) {
      iVar1 = 0x17;
    }
                    // WARNING: Could not recover jumptable at 0x002dfe74. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(&switchD_002dfe18::switchdataD_0062ee70)[iVar1])();
    return;
  case 0xd:
                    // WARNING: Could not recover jumptable at 0x002e002c. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(undefined *)0x2e0134)();
    return;
  case 0xe:
LAB_002dff80:
    uVar4 = 0xd;
    if ((param_1 >> 0x10 & 0x3f) != 0) {
      uVar4 = 9;
    }
                    // WARNING: Could not recover jumptable at 0x002dffe8. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(&switchD_002dfe18::switchdataD_0062ee70)[uVar4])();
    return;
  case 0xf:
                    // WARNING: Could not recover jumptable at 0x002dfe4c. Too many branches
                    // WARNING: Treating indirect jump as call
    (*(code *)(undefined *)0x2dfe50)(param_1,param_2,0x3f);
    return;
  }
  *(uint *)(param_2 + 0x110) = uVar4;
  *(undefined4 *)(param_2 + 0x120) = 0;
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar3;
  return;
}



void FUN_002e03a8(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  uint uVar3;
  undefined4 uVar4;
  ulong uVar5;
  undefined8 uVar6;
  ulong uVar7;
  uint uVar8;
  ulong uVar9;
  
  uVar8 = param_1 >> 5 & 0x1f;
  uVar1 = param_1 >> 0x10 & 0x1f;
  uVar2 = param_1 >> 0x16 & 3;
  uVar3 = param_1 >> 10 & 0x3f;
  if ((int)param_1 < 0) {
    if (uVar8 != 0x1f) {
      uVar9 = *(ulong *)(param_2 + (ulong)uVar8 * 8);
    }
    else {
      uVar9 = 0;
    }
    if (uVar1 == 0x1f) {
      uVar6 = 0;
    }
    else {
      uVar6 = *(undefined8 *)(param_2 + (ulong)uVar1 * 8);
    }
    uVar7 = FUN_002e68f4(uVar6,uVar2 + 1,uVar3,0x40);
    uVar7 = uVar7 & uVar9;
    uVar8 = *(uint *)(param_2 + 0x110) & 0xfffffff | (uint)(uVar7 == 0) << 0x1e |
            (uint)(uVar7 >> 0x20) & 0x80000000;
  }
  else {
    if (uVar8 != 0x1f) {
      uVar9 = *(ulong *)(param_2 + (ulong)uVar8 * 8);
    }
    else {
      uVar9 = 0;
    }
    if (uVar1 == 0x1f) {
      uVar4 = 0;
    }
    else {
      uVar4 = *(undefined4 *)(param_2 + (ulong)uVar1 * 8);
    }
    uVar5 = FUN_002e68f4(uVar4,uVar2 + 1,uVar3,0x20);
    uVar7 = uVar5 & uVar9 & 0xffffffff;
    uVar8 = (uint)(uVar5 & uVar9) & 0x80000000 | *(uint *)(param_2 + 0x110) & 0xfffffff |
            (uint)(uVar7 == 0) << 0x1e;
  }
  *(uint *)(param_2 + 0x110) = uVar8;
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar7;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e049c(void)

{
  return;
}



void FUN_002e04a0(uint param_1,long param_2)

{
  ulong uVar1;
  
  uVar1 = FUN_002e6be4(param_2,param_1 & 0xf);
  switch((uVar1 & 1) != 0) {
  case true:
    uVar1 = 0;
    if ((param_1 >> 3 & 0x100000) != 0) {
      uVar1 = 0xffffffffffe00000;
    }
    *(ulong *)(param_2 + 0x108) = (uVar1 | param_1 >> 3 & 0x1ffffc) + *(long *)(param_2 + 0x108);
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e0538(int param_1,long param_2)

{
  code *pcVar1;
  ulong uVar2;
  long lVar3;
  
  uVar2 = 0;
  if (((uint)(param_1 << 2) >> 0x1b & 1) != 0) {
    uVar2 = 0xfffffffff0000000;
  }
  uVar2 = uVar2 | param_1 << 2 & 0xffffffc;
  if (uVar2 == 0x48d158) {
    lVar3 = FUN_002dc92c(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108));
    if (lVar3 == 0) {
      return;
    }
    *(long *)(param_2 + 0x108) = lVar3;
  }
  else {
    if (uVar2 == 0) {
      pcVar1 = (code *)FUN_002dc964(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108),
                                    *(undefined1 *)(param_2 + 0x189));
      if (pcVar1 == (code *)0x0) {
        return;
      }
      (*pcVar1)(param_2);
      lVar3 = *(long *)(param_2 + 0xf0);
    }
    else {
      lVar3 = *(long *)(param_2 + 0x108) + uVar2;
    }
    *(long *)(param_2 + 0x108) = lVar3;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e05d0(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  uVar1 = 9;
  if ((int)param_1 < 0) {
    uVar1 = 0x25;
  }
                    // WARNING: Could not recover jumptable at 0x002e067c. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062ef80)[uVar1])
            (param_1 & 0x1f,param_1,param_2,0xaf49359f,
             (param_1 >> 0x10 & 0x40 | param_1 >> 10 & 0x3f) ^ 0x3f,0x514adb37,0x316320b4,0x28dec156
             ,0xce72809);
  return;
}



void FUN_002e0e64(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  ulong uVar3;
  undefined8 uVar4;
  ulong uVar5;
  
  uVar1 = param_1 >> 5 & 0x1f;
  uVar2 = param_1 >> 0x10 & 0x1f;
  if ((int)param_1 < 0) {
    if (uVar1 != 0x1f) {
      uVar5 = *(ulong *)(param_2 + (ulong)uVar1 * 8);
    }
    else {
      uVar5 = 0;
    }
    if (uVar2 == 0x1f) {
      uVar3 = 0;
    }
    else {
      uVar3 = *(ulong *)(param_2 + (ulong)uVar2 * 8);
    }
    uVar4 = 0x40;
  }
  else {
    if (uVar1 != 0x1f) {
      uVar5 = (ulong)*(uint *)(param_2 + (ulong)uVar1 * 8);
    }
    else {
      uVar5 = 0;
    }
    if (uVar2 == 0x1f) {
      uVar3 = 0;
    }
    else {
      uVar3 = (ulong)*(uint *)(param_2 + (ulong)uVar2 * 8);
    }
    uVar4 = 0x20;
  }
  uVar3 = FUN_002e68f4(uVar3,(param_1 >> 0x16 & 3) + 1,param_1 >> 10 & 0x3f,uVar4);
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar5 & (uVar3 ^ 0xffffffffffffffff);
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e0f1c(void)

{
  return;
}



void FUN_002e0f20(int param_1,long param_2)

{
  int iVar1;
  long lVar2;
  ulong uVar3;
  
  uVar3 = 0;
  if (((uint)(param_1 << 2) >> 0x1b & 1) != 0) {
    uVar3 = 0xfffffffff0000000;
  }
  uVar3 = uVar3 | param_1 << 2 & 0xffffffc;
  if (uVar3 == 0x48d158) {
    iVar1 = FUN_002dc92c(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108));
    if (iVar1 == 0) {
      return;
    }
    lVar2 = *(long *)(param_2 + 0x108);
    *(long *)(param_2 + 0x108) = (long)iVar1;
    *(long *)(param_2 + 0xf0) = lVar2 + 4;
  }
  else if (uVar3 == 0) {
    lVar2 = FUN_002dc964(*(undefined8 *)(param_2 + 400),*(undefined8 *)(param_2 + 0x108),
                         *(undefined1 *)(param_2 + 0x189));
    if (lVar2 == 0) {
      return;
    }
    *(long *)(param_2 + 0xf0) = *(long *)(param_2 + 0x108) + 4;
    FUN_002e6cec(FUN_002ead7c,lVar2,param_2);
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e0fc8(uint param_1)

{
  uint uVar1;
  
  uVar1 = 2;
  if ((param_1 >> 5 & 0x1f) != 0x1f) {
    uVar1 = 0;
  }
                    // WARNING: Could not recover jumptable at 0x002e1000. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062f0c0)[uVar1])();
  return;
}



void FUN_002e102c(void)

{
  return;
}



void FUN_002e1030(uint param_1,long param_2)

{
  uint uVar1;
  undefined8 uVar2;
  
  uVar1 = param_1 >> 5 & 0x1f;
  if (uVar1 == 0x1f) {
    uVar2 = 0;
  }
  else {
    uVar2 = *(undefined8 *)(param_2 + (ulong)uVar1 * 8);
  }
  *(undefined8 *)(param_2 + 0x108) = uVar2;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e1054(void)

{
  return;
}



void FUN_002e1058(uint param_1)

{
  uint uVar1;
  undefined8 uVar2;
  
  uVar2 = 0;
  if ((param_1 >> 3 & 0x100000) != 0) {
    uVar2 = 0xffffffffffe00000;
  }
  uVar1 = 3;
  if ((int)param_1 < 0) {
    uVar1 = 4;
  }
                    // WARNING: Could not recover jumptable at 0x002e10a8. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_FUN_0062f0e0)[uVar1])(uVar2);
  return;
}



void FUN_002e1158(uint param_1,long param_2)

{
  uint uVar1;
  ulong uVar2;
  
  uVar1 = param_1 & 0x1f;
  uVar2 = 0;
  if ((param_1 >> 3 & 0x100000) != 0) {
    uVar2 = 0xffffffffffe00000;
  }
  if ((int)param_1 < 0) {
    if ((uVar1 != 0x1f) && (*(long *)(param_2 + (ulong)uVar1 * 8) != 0)) goto LAB_002e11a8;
  }
  else if ((uVar1 != 0x1f) && ((int)*(undefined8 *)(param_2 + (ulong)uVar1 * 8) != 0))
  goto LAB_002e11a8;
  *(ulong *)(param_2 + 0x108) = *(long *)(param_2 + 0x108) + (uVar2 | param_1 >> 3 & 0x1ffffc);
LAB_002e11a8:
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e11b0(void)

{
  return;
}



void FUN_002e11b4(void)

{
  return;
}



void FUN_002e11b8(uint param_1,long param_2)

{
  long lVar1;
  ulong uVar2;
  long lVar3;
  ulong uVar4;
  bool bVar5;
  ulong uVar6;
  uint uVar7;
  
  uVar6 = FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  if ((uVar6 & 1) == 0) {
    uVar7 = *(uint *)(param_2 + 0x110) & 0xfffffff | param_1 << 0x1c;
  }
  else {
    uVar7 = param_1 >> 5 & 0x1f;
    if ((int)param_1 < 0) {
      if (uVar7 != 0x1f) {
        uVar6 = *(ulong *)(param_2 + (ulong)uVar7 * 8);
      }
      else {
        uVar6 = 0;
      }
      uVar4 = (ulong)(param_1 >> 0x10 ^ 0xffffffff | 0xffffffe0) + (uVar6 & 0xffffffff) + 1;
      uVar2 = (uVar6 >> 0x20) + (uVar4 >> 0x20) + 0xffffffff;
      uVar7 = (uint)uVar2;
      lVar1 = -0x200000000;
      if (-1 < (long)uVar6) {
        lVar1 = -0x100000000;
      }
      uVar6 = 0;
      if ((int)uVar7 < 0) {
        uVar6 = 0xffffffff00000000;
      }
      bVar5 = (uVar6 | uVar2 & 0xffffffff) != lVar1 + uVar2;
      uVar7 = uVar7 & 0x80000000 | *(uint *)(param_2 + 0x110) & 0xfffffff |
              (uint)(uVar2 >> 3) & 0x20000000 | (uint)((int)uVar4 == 0 && uVar7 == 0) << 0x1e;
    }
    else {
      if (uVar7 != 0x1f) {
        uVar7 = (uint)*(undefined8 *)(param_2 + (ulong)uVar7 * 8);
      }
      else {
        uVar7 = 0;
      }
      lVar1 = (ulong)(param_1 >> 0x10 ^ 0xffffffff | 0xffffffe0) + (ulong)uVar7;
      lVar3 = 0;
      if ((int)uVar7 < 0) {
        lVar3 = -0x100000000;
      }
      uVar6 = lVar1 + 1;
      uVar7 = (uint)uVar6;
      uVar4 = 0;
      if ((int)uVar7 < 0) {
        uVar4 = 0xffffffff00000000;
      }
      bVar5 = (uVar4 | uVar6 & 0xffffffff) != lVar1 + lVar3 + -0xffffffff;
      uVar7 = uVar7 & 0x80000000 | *(uint *)(param_2 + 0x110) & 0xfffffff |
              (uint)(uVar7 == 0) << 0x1e | (uint)(uVar6 >> 3) & 0x20000000;
    }
    uVar7 = uVar7 | (uint)bVar5 << 0x1c;
  }
  *(uint *)(param_2 + 0x110) = uVar7;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e1300(uint param_1,undefined8 param_2)

{
  uint uVar1;
  ulong uVar2;
  
  uVar2 = FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  uVar1 = 3;
  if ((uVar2 & 1) == 0) {
    uVar1 = 4;
  }
                    // WARNING: Could not recover jumptable at 0x002e1364. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062f120)[uVar1])();
  return;
}



void FUN_002e1560(void)

{
  return;
}



void FUN_002e1564(void)

{
  return;
}



void FUN_002e1568(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  uVar1 = 6;
  if ((int)param_1 < 0) {
    uVar1 = 1;
  }
                    // WARNING: Could not recover jumptable at 0x002e15cc. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062f1a0)[uVar1])();
  return;
}



void FUN_002e1700(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  ulong uVar3;
  
  uVar1 = param_1 >> 5 & 0x1f;
  uVar2 = param_1 >> 0x10 & 0x1f;
  uVar3 = FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  if ((int)param_1 < 0) {
    if ((uVar3 & 1) == 0) {
      if (uVar2 != 0x1f) {
        uVar3 = *(long *)(param_2 + (ulong)uVar2 * 8) + 1;
        goto LAB_002e1794;
      }
      goto LAB_002e177c;
    }
    if (uVar1 != 0x1f) {
      uVar3 = *(ulong *)(param_2 + (ulong)uVar1 * 8);
      goto LAB_002e1794;
    }
  }
  else {
    if ((uVar3 & 1) == 0) {
      if (uVar2 != 0x1f) {
        uVar3 = (ulong)((int)*(undefined8 *)(param_2 + (ulong)uVar2 * 8) + 1);
        goto LAB_002e1794;
      }
LAB_002e177c:
      uVar3 = 1;
      goto LAB_002e1794;
    }
    if (uVar1 != 0x1f) {
      uVar3 = (ulong)*(uint *)(param_2 + (ulong)uVar1 * 8);
      goto LAB_002e1794;
    }
  }
  uVar3 = 0;
LAB_002e1794:
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar3;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e17b0(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  uVar1 = 9;
  if ((int)param_1 < 0) {
    uVar1 = 7;
  }
                    // WARNING: Could not recover jumptable at 0x002e1824. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_FUN_0062f200)[uVar1])();
  return;
}



void FUN_002e1968(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  ulong uVar3;
  int iVar4;
  long lVar5;
  
  uVar1 = param_1 >> 5 & 0x1f;
  uVar2 = param_1 >> 0x10 & 0x1f;
  uVar3 = FUN_002e6be4(param_2,param_1 >> 0xc & 0xf);
  if ((int)param_1 < 0) {
    if ((uVar3 & 1) == 0) {
      if (uVar2 == 0x1f) {
        lVar5 = 0;
      }
      else {
        lVar5 = *(long *)(param_2 + (ulong)uVar2 * 8);
      }
      uVar3 = -lVar5;
      goto LAB_002e1a04;
    }
    if (uVar1 != 0x1f) {
      uVar3 = *(ulong *)(param_2 + (ulong)uVar1 * 8);
      goto LAB_002e1a04;
    }
  }
  else {
    if ((uVar3 & 1) == 0) {
      if (uVar2 == 0x1f) {
        iVar4 = 0;
      }
      else {
        iVar4 = (int)*(undefined8 *)(param_2 + (ulong)uVar2 * 8);
      }
      uVar3 = (ulong)(uint)-iVar4;
      goto LAB_002e1a04;
    }
    if (uVar1 != 0x1f) {
      uVar3 = (ulong)*(uint *)(param_2 + (ulong)uVar1 * 8);
      goto LAB_002e1a04;
    }
  }
  uVar3 = 0;
LAB_002e1a04:
  *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar3;
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e1a20(void)

{
  return;
}



void FUN_002e1a24(void)

{
  return;
}



void FUN_002e1a28(uint param_1,long param_2)

{
  uint uVar1;
  uint uVar2;
  ulong uVar3;
  uint uVar4;
  uint uVar5;
  int iVar6;
  uint uVar7;
  uint uVar8;
  uint uVar9;
  ulong uVar10;
  ulong uVar11;
  
  uVar7 = param_1 >> 0x10;
  uVar4 = param_1 >> 5 & 0x1f;
  uVar5 = param_1 >> 10 & 0x3f;
  uVar10 = 0;
  uVar11 = 0x3f;
  uVar9 = (uVar7 & 0x40 | param_1 >> 10 & 0x3f) ^ 0x3f;
  if ((int)param_1 < 0) {
    do {
      if ((int)uVar11 < 0) {
        uVar9 = 0x3f;
        uVar8 = 0xffffffff;
        goto LAB_002e1ba0;
      }
      uVar3 = uVar11 & 0x3f;
      uVar11 = uVar11 - 1;
      uVar10 = uVar10 + 1;
    } while ((uVar9 >> uVar3 & 1) == 0);
    if ((int)uVar10 == 0x40) {
      uVar8 = 0;
      uVar9 = 0;
    }
    else {
      uVar8 = 0x40 - (int)uVar10;
      uVar9 = (uint)(0xffffffffffffffff >> (uVar10 & 0x3f)) & 0x3f;
      if (0x3f < uVar8) {
        uVar9 = 0x3f;
      }
    }
LAB_002e1ba0:
    uVar2 = 1 << (ulong)(uVar8 & 0x1f);
    uVar10 = 0xffffffffffffffff >> ((ulong)-uVar2 & 0x3f);
    uVar1 = uVar2 - 1 & uVar7 & uVar9;
    if (5 < uVar8) {
      uVar10 = 0xffffffffffffffff;
    }
    uVar10 = uVar10 & 0xffffffffffffffffU >> (uVar9 & uVar5 ^ 0x3f);
    if ((uVar7 & uVar9) != 0) {
      uVar10 = uVar10 << ((ulong)(uVar2 - uVar1) & 0x3f) | uVar10 >> uVar1;
    }
    uVar11 = uVar10;
    if (uVar8 != 6) {
      if (uVar8 < 7) {
        uVar9 = 0x40 >> (ulong)(uVar8 & 0x1f);
        uVar11 = 0;
        do {
          uVar9 = uVar9 - 1;
          uVar11 = uVar11 << ((ulong)uVar2 & 0x3f) | uVar10;
        } while (uVar9 != 0);
      }
      else {
        uVar11 = 0;
      }
    }
    if (uVar4 == 0x1f) {
      uVar10 = 0;
    }
    else {
      uVar10 = *(ulong *)(param_2 + (ulong)uVar4 * 8);
    }
    uVar10 = uVar10 ^ uVar11;
  }
  else {
    do {
      if ((int)uVar11 < 0) {
        uVar9 = 0xffffffff;
        uVar8 = 0x3f;
        goto LAB_002e1abc;
      }
      uVar3 = uVar11 & 0x3f;
      uVar11 = uVar11 - 1;
      uVar10 = uVar10 + 1;
    } while ((uVar9 >> uVar3 & 1) == 0);
    iVar6 = (int)uVar10;
    uVar1 = (uint)(0xffffffffffffffff >> (uVar10 & 0x3f)) & 0x3f;
    if (0x3f < 0x40U - iVar6) {
      uVar1 = 0x3f;
    }
    uVar9 = 0;
    if (iVar6 != 0x40) {
      uVar9 = 0x40U - iVar6;
    }
    uVar8 = 0;
    if (iVar6 != 0x40) {
      uVar8 = uVar1;
    }
LAB_002e1abc:
    uVar1 = 1 << (ulong)(uVar9 & 0x1f);
    uVar10 = 0xffffffff;
    if (uVar9 < 6) {
      uVar10 = 0xffffffffffffffffU >> ((ulong)-uVar1 & 0x3f) & 0xffffffff;
    }
    uVar2 = uVar1 - 1 & uVar7 & uVar8;
    uVar10 = uVar10 & 0xffffffffffffffffU >> (uVar8 & uVar5 ^ 0x3f);
    if ((uVar7 & uVar8) != 0) {
      uVar10 = uVar10 << ((ulong)(uVar1 - uVar2) & 0x3f) | uVar10 >> uVar2;
    }
    uVar11 = uVar10;
    if (uVar9 != 5) {
      uVar11 = 0;
    }
    uVar7 = (uint)uVar11;
    if (uVar9 < 5) {
      uVar9 = 0x20 >> (ulong)(uVar9 & 0x1f);
      uVar11 = 0;
      do {
        uVar9 = uVar9 - 1;
        uVar11 = uVar11 << ((ulong)uVar1 & 0x3f) | uVar10;
      } while (uVar9 != 0);
      uVar7 = (uint)uVar11;
    }
    if (uVar4 == 0x1f) {
      uVar9 = 0;
    }
    else {
      uVar9 = (uint)*(undefined8 *)(param_2 + (ulong)uVar4 * 8);
    }
    uVar10 = (ulong)(uVar9 ^ uVar7);
  }
  if ((param_1 & 0x1f) == 0x1f) {
    *(ulong *)(param_2 + 0x100) = uVar10;
  }
  else {
    *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar10;
  }
  *(undefined4 *)(param_2 + 0x120) = 0;
  return;
}



void FUN_002e1c54(uint param_1,undefined8 param_2)

{
  uint uVar1;
  
  uVar1 = 0xb;
  if ((int)param_1 < 0) {
    uVar1 = 2;
  }
                    // WARNING: Could not recover jumptable at 0x002e1cb4. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062f260)[uVar1])(param_1 >> 0x16 & 3,param_1,param_2,param_1 >> 10 & 0x3f);
  return;
}



void FUN_002e1d98(void)

{
  return;
}



void FUN_002e1d9c(void)

{
  return;
}



void FUN_002e1da0(uint param_1)

{
  uint uVar1;
  
  uVar1 = 6;
  if ((int)param_1 < 0) {
    uVar1 = 0xe;
  }
                    // WARNING: Could not recover jumptable at 0x002e1de8. Too many branches
                    // WARNING: Treating indirect jump as call
  (*(code *)(&PTR_LAB_0062f2c0)[uVar1])(param_1 >> 10 & 0x3f);
  return;
}



void FUN_002e1f7c(void)

{
  return;
}



void FUN_002e1f80(void)

{
  return;
}



void FUN_002e1f84(uint param_1,long param_2)

{
  long *plVar1;
  long lVar2;
  long *plVar3;
  uint uVar4;
  uint uVar5;
  ulong uVar6;
  undefined8 uVar7;
  long lVar8;
  
  uVar4 = (param_1 >> 0x17 & 7) - 1;
  if (uVar4 < 3) {
    uVar5 = param_1 >> 5 & 0x1f;
    uVar6 = 0;
    if ((param_1 >> 0xf & 0x40) != 0) {
      uVar6 = 0xffffffffffffff80;
    }
    plVar1 = (long *)(param_2 + (ulong)uVar5 * 8);
    lVar8 = (uVar6 | param_1 >> 0xf & 0x7f) << (param_1 >> 0x1f | 2);
    plVar3 = (long *)(param_2 + 0x100);
    if (uVar5 != 0x1f) {
      plVar3 = plVar1;
    }
    lVar2 = 0;
    if (uVar4 != 0) {
      lVar2 = lVar8;
    }
    lVar2 = *plVar3 + lVar2;
    if ((int)param_1 < 0) {
      uVar7 = FUN_002dea98(param_2,lVar2,8);
      *(undefined8 *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar7;
      uVar6 = FUN_002dea98(param_2,lVar2 + 8,8);
    }
    else {
      uVar6 = FUN_002dea98(param_2,lVar2,4);
      *(ulong *)(param_2 + (ulong)(param_1 & 0x1f) * 8) = uVar6 & 0xffffffff;
      uVar6 = FUN_002dea98(param_2,lVar2 + 4,4);
      uVar6 = uVar6 & 0xffffffff;
    }
    *(ulong *)(param_2 + (ulong)(param_1 >> 10 & 0x1f) * 8) = uVar6;
